Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'VEDL.NS')","('High', 'VEDL.NS')","('Low', 'VEDL.NS')","('Open', 'VEDL.NS')","('Volume', 'VEDL.NS')","('Date', '')","('Close', 'VEDL.NS')","('High', 'VEDL.NS')","('Low', 'VEDL.NS')","('Open', 'VEDL.NS')","('Volume', 'VEDL.NS')"
2019-12-30,68.36308288574219,157.75,160.89999389648438,151.4499969482422,152.8000030517578,43513108.0,,,,,,,,,,,,
2020-01-06,69.31646728515625,159.9499969482422,163.3000030517578,150.0500030517578,156.89999389648438,86452869.0,,,,,,,,,,,,
2020-01-13,69.12145233154297,159.5,166.10000610351562,158.25,160.5,62202850.0,,,,,,,,,,,,
2020-01-20,67.56133270263672,155.89999389648438,159.89999389648438,152.35000610351562,159.35000610351562,54028447.0,,,,,,,,,,,,
2020-01-27,58.46070861816406,134.89999389648438,153.39999389648438,133.5,153.39999389648438,93209375.0,,,,,,,,,,,,
2020-02-03,62.66434860229492,144.60000610351562,146.8000030517578,132.85000610351562,134.35000610351562,67741703.0,,,,,,,,,,,,
2020-02-10,61.147579193115234,141.10000610351562,143.89999389648438,139.5500030517578,143.6999969482422,41554781.0,,,,,,,,,,,,
2020-02-17,61.68927764892578,142.35000610351562,144.75,137.5,141.3000030517578,41741181.0,,,,,,,,,,,,
2020-02-24,49.403419494628906,114.0,139.9499969482422,112.0999984741211,139.85000610351562,124825917.0,,,,,,,,,,,,
2020-03-02,48.12500381469727,111.0500030517578,122.1999969482422,108.0999984741211,117.5500030517578,151171435.0,,,,,,,,,,,,
2020-03-09,37.65462875366211,84.05000305175781,105.4499969482422,68.9000015258789,104.0,156003544.0,,,,,,,,,,,,
2020-03-16,33.80180358886719,75.44999694824219,80.69999694824219,67.80000305175781,78.0,158255329.0,,,,,,,,,,,,
2020-03-23,28.56017303466797,63.75,71.30000305175781,61.650001525878906,67.94999694824219,138967761.0,,,,,,,,,,,,
2020-03-30,28.134567260742188,62.79999923706055,67.0,60.20000076293945,61.79999923706055,109807658.0,,,,,,,,,,,,
2020-04-06,34.40660858154297,76.80000305175781,77.30000305175781,62.79999923706055,62.79999923706055,136731579.0,,,,,,,,,,,,
2020-04-13,37.677024841308594,84.0999984741211,87.0,73.6500015258789,77.5999984741211,165714813.0,,,,,,,,,,,,
2020-04-20,34.921810150146484,77.94999694824219,86.44999694824219,73.3499984741211,86.44999694824219,172431794.0,,,,,,,,,,,,
2020-04-27,40.11864471435547,89.55000305175781,91.0,75.80000305175781,78.80000305175781,141229457.0,,,,,,,,,,,,
2020-05-04,34.6754150390625,77.4000015258789,83.69999694824219,77.05000305175781,82.6500015258789,114878315.0,,,,,,,,,,,,
2020-05-11,41.64185333251953,92.9499969482422,97.9499969482422,78.0,78.8499984741211,406008178.0,,,,,,,,,,,,
2020-05-18,39.91704559326172,89.0999984741211,95.6500015258789,88.1500015258789,93.9499969482422,192825216.0,,,,,,,,,,,,
2020-05-25,41.305850982666016,92.1999969482422,92.6999969482422,86.25,89.0999984741211,91462026.0,,,,,,,,,,,,
2020-06-01,47.1746826171875,105.3000030517578,106.25,92.75,93.3000030517578,173415292.0,,,,,,,,,,,,
2020-06-08,46.2786865234375,103.3000030517578,111.1500015258789,96.9000015258789,102.0,161491167.0,,,,,,,,,,,,
2020-06-15,47.15227890014648,105.25,109.4000015258789,101.5,104.0,115964954.0,,,,,,,,,,,,
2020-06-22,49.25789642333984,109.9499969482422,113.5,104.75,105.3499984741211,127643876.0,,,,,,,,,,,,
2020-06-29,47.68989944458008,106.4499969482422,110.4000015258789,103.6500015258789,110.0,78073680.0,,,,,,,,,,,,
2020-07-06,49.43710708618164,110.3499984741211,114.4499969482422,106.25,107.0,98174590.0,,,,,,,,,,,,
2020-07-13,48.89949798583984,109.1500015258789,114.1999969482422,105.8000030517578,111.1999969482422,72059643.0,,,,,,,,,,,,
2020-07-20,50.19871139526367,112.0500030517578,117.9000015258789,107.6500015258789,109.3499984741211,110203189.0,,,,,,,,,,,,
2020-07-27,50.98271179199219,113.8000030517578,115.1999969482422,108.8000030517578,112.5500030517578,153915679.0,,,,,,,,,,,,
2020-08-03,55.014739990234375,122.8000030517578,126.6500015258789,112.6999969482422,113.0999984741211,116413422.0,,,,,,,,,,,,
2020-08-10,54.94752883911133,122.6500015258789,128.10000610351562,121.1999969482422,122.0,56810290.0,,,,,,,,,,,,
2020-08-17,58.5539665222168,130.6999969482422,132.35000610351562,120.0999984741211,124.0,86339403.0,,,,,,,,,,,,
2020-08-24,57.72515869140625,128.85000610351562,131.5,126.0999984741211,130.85000610351562,86260553.0,,,,,,,,,,,,
2020-08-31,56.42594528198242,125.9499969482422,134.64999389648438,125.0999984741211,129.89999389648438,124280075.0,,,,,,,,,,,,
2020-09-07,59.09156799316406,131.89999389648438,132.5,122.5999984741211,126.6999969482422,85714803.0,,,,,,,,,,,,
2020-09-14,58.66594696044922,130.9499969482422,136.0,128.5,132.0,62892477.0,,,,,,,,,,,,
2020-09-21,61.39877700805664,137.0500030517578,138.39999389648438,126.25,131.39999389648438,98034485.0,,,,,,,,,,,,
2020-09-28,61.57797622680664,137.4499969482422,141.5,136.0500030517578,139.8000030517578,66391104.0,,,,,,,,,,,,
2020-10-05,54.58913803100586,121.8499984741211,140.1999969482422,111.0999984741211,139.85000610351562,422767939.0,,,,,,,,,,,,
2020-10-12,42.51546478271485,94.9000015258789,109.6999969482422,92.1500015258789,109.6999969482422,365622329.0,,,,,,,,,,,,
2020-10-19,46.92827987670898,104.75,107.75,92.75,95.4499969482422,265303678.0,,,,,,,,,,,,
2020-10-26,42.89625549316406,95.75,106.9000015258789,93.3000030517578,104.6999969482422,173685491.0,,,,,,,,,,,,
2020-11-02,46.78437805175781,94.75,96.4000015258789,91.1999969482422,95.75,99684455.0,,,,,,,,,,,,
2020-11-09,53.35146713256836,108.0500030517578,108.5,94.5500030517578,94.75,188723590.0,,,,,,,,,,,,
2020-11-16,54.83275604248047,111.0500030517578,116.8499984741211,106.0500030517578,107.5,129510863.0,,,,,,,,,,,,
2020-11-23,59.62228775024414,120.75,122.8499984741211,110.75,112.0500030517578,153502103.0,,,,,,,,,,,,
2020-11-30,63.67118453979492,128.9499969482422,129.6999969482422,120.0,120.75,107717555.0,,,,,,,,,,,,
2020-12-07,72.3367919921875,146.5,147.64999389648438,129.60000610351562,129.60000610351562,197570197.0,,,,,,,,,,,,
2020-12-14,72.78117370605469,147.39999389648438,153.5,142.85000610351562,147.9499969482422,114572868.0,,,,,,,,,,,,
2020-12-21,80.40986633300781,162.85000610351562,170.6999969482422,130.0,147.3000030517578,426429922.0,,,,,,,,,,,,
2020-12-28,79.20014190673828,160.39999389648438,165.35000610351562,156.10000610351562,162.4499969482422,116839584.0,,,,,,,,,,,,
2021-01-04,89.89019012451172,182.0500030517578,189.75,161.0,161.60000610351562,160152994.0,,,,,,,,,,,,
2021-01-11,86.70539855957031,175.60000610351562,184.1999969482422,173.35000610351562,179.25,87436573.0,,,,,,,,,,,,
2021-01-18,81.74304962158203,165.5500030517578,176.0,164.3000030517578,175.5,64218969.0,,,,,,,,,,,,
2021-01-25,79.6198501586914,161.25,167.6999969482422,160.3000030517578,165.89999389648438,47338071.0,,,,,,,,,,,,
2021-02-01,86.13755798339844,174.4499969482422,180.0,161.0,161.0500030517578,67284720.0,,,,,,,,,,,,
2021-02-08,90.0383071899414,182.3500061035156,190.3999938964844,175.39999389648438,176.10000610351562,73166795.0,,,,,,,,,,,,
2021-02-15,94.21063232421876,190.8000030517578,198.6999969482422,182.1999969482422,183.0,82934133.0,,,,,,,,,,,,
2021-02-22,102.35779571533205,207.3000030517578,214.6999969482422,192.6999969482422,192.8000030517578,134224069.0,,,,,,,,,,,,
2021-03-01,108.25829315185548,219.25,222.3999938964844,205.1499938964844,209.25,80281941.0,,,,,,,,,,,,
2021-03-08,109.31987762451172,221.3999938964844,229.8000030517578,214.1499938964844,222.4499969482422,84243539.0,,,,,,,,,,,,
2021-03-15,109.71492004394533,222.1999969482422,231.6999969482422,218.25,222.1000061035156,115669150.0,,,,,,,,,,,,
2021-03-22,112.0109405517578,226.8500061035156,227.3999938964844,220.0500030517578,222.8500061035156,102654889.0,,,,,,,,,,,,
2021-03-29,114.18347930908205,231.25,231.8000030517578,226.8500061035156,226.8500061035156,39010062.0,,,,,,,,,,,,
2021-04-05,114.23287200927734,231.3500061035156,244.8999938964844,228.1999969482422,230.5500030517578,109975927.0,,,,,,,,,,,,
2021-04-12,114.45507049560548,231.8000030517578,235.25,209.75,225.8999938964844,46118130.0,,,,,,,,,,,,
2021-04-19,112.57875061035156,228.0,234.0,222.5500030517578,225.8000030517578,33718807.0,,,,,,,,,,,,
2021-04-26,127.02141571044922,257.25,266.20001220703125,229.6000061035156,229.6000061035156,92952412.0,,,,,,,,,,,,
2021-05-03,139.7605743408203,283.04998779296875,288.3500061035156,251.0,255.3999938964844,185282785.0,,,,,,,,,,,,
2021-05-10,134.50198364257812,272.3999938964844,296.29998779296875,268.29998779296875,289.0,99155919.0,,,,,,,,,,,,
2021-05-17,135.11920166015625,273.6499938964844,288.1499938964844,270.0,276.0,87438926.0,,,,,,,,,,,,
2021-05-24,131.46533203125,266.25,280.54998779296875,263.75,272.0,71074060.0,,,,,,,,,,,,
2021-05-31,138.67433166503906,280.8500061035156,282.3500061035156,264.6499938964844,266.5,55694664.0,,,,,,,,,,,,
2021-06-07,136.4029998779297,276.25,282.75,268.0,281.04998779296875,52551847.0,,,,,,,,,,,,
2021-06-14,124.25633239746094,251.6499938964844,277.45001220703125,242.5,276.95001220703125,57772333.0,,,,,,,,,,,,
2021-06-21,129.465576171875,262.20001220703125,263.8999938964844,244.1000061035156,246.0,43086361.0,,,,,,,,,,,,
2021-06-28,129.39151000976562,262.04998779296875,269.70001220703125,260.79998779296875,263.8500061035156,29017960.0,,,,,,,,,,,,
2021-07-05,134.08229064941406,271.54998779296875,274.3999938964844,262.6499938964844,263.3999938964844,40322683.0,,,,,,,,,,,,
2021-07-12,134.55137634277344,272.5,276.1499938964844,268.29998779296875,275.0,23495820.0,,,,,,,,,,,,
2021-07-19,132.23065185546875,267.79998779296875,271.1499938964844,255.0,269.5,22703620.0,,,,,,,,,,,,
2021-07-26,149.0434112548828,301.8500061035156,306.3500061035156,261.0,268.6000061035156,92443991.0,,,,,,,,,,,,
2021-08-02,155.11672973632812,314.1499938964844,319.54998779296875,300.0,303.1000061035156,75836531.0,,,,,,,,,,,,
2021-08-09,162.27635192871094,328.6499938964844,333.0,301.54998779296875,315.75,81000836.0,,,,,,,,,,,,
2021-08-16,132.9466094970703,269.25,341.45001220703125,266.6499938964844,329.79998779296875,177434739.0,,,,,,,,,,,,
2021-08-23,144.47608947753906,292.6000061035156,295.29998779296875,261.0,275.20001220703125,113309128.0,,,,,,,,,,,,
2021-08-30,152.22821044921875,308.29998779296875,311.0,294.0,300.0,125832818.0,,,,,,,,,,,,
2021-09-06,149.0434112548828,301.8500061035156,317.25,294.0,311.20001220703125,49576846.0,,,,,,,,,,,,
2021-09-13,158.51832580566406,302.0,311.8999938964844,296.70001220703125,302.3999938964844,54223276.0,,,,,,,,,,,,
2021-09-20,153.8467559814453,293.1000061035156,302.3999938964844,282.95001220703125,294.1000061035156,47730015.0,,,,,,,,,,,,
2021-09-27,150.041259765625,285.8500061035156,295.1499938964844,283.1499938964844,293.8999938964844,37678454.0,,,,,,,,,,,,
2021-10-04,154.34539794921875,294.04998779296875,308.0,286.1499938964844,288.1000061035156,45430468.0,,,,,,,,,,,,
2021-10-11,174.21267700195312,331.8999938964844,342.45001220703125,292.70001220703125,293.95001220703125,70793167.0,,,,,,,,,,,,
2021-10-18,169.9872589111328,323.8500061035156,385.8999938964844,321.1499938964844,345.25,133347051.0,,,,,,,,,,,,
2021-10-25,159.56808471679688,304.0,332.6000061035156,295.0,326.0,93636160.0,,,,,,,,,,,,
2021-11-01,163.8722381591797,312.20001220703125,317.25,300.0,312.0,55333858.0,,,,,,,,,,,,
2021-11-08,172.2705535888672,328.20001220703125,331.6499938964844,311.1000061035156,315.5,95001235.0,,,,,,,,,,,,
2021-11-15,162.48126220703125,309.54998779296875,343.04998779296875,290.29998779296875,329.0,111102969.0,,,,,,,,,,,,
2021-11-22,185.76036071777344,353.8999938964844,373.2000122070313,309.6000061035156,309.6000061035156,485760577.0,,,,,,,,,,,,
2021-11-29,177.0470733642578,337.29998779296875,355.8999938964844,334.0,352.70001220703125,67550177.0,,,,,,,,,,,,
2021-12-06,183.5558013916016,349.70001220703125,352.5,334.1000061035156,336.75,72083853.0,,,,,,,,,,,,
2021-12-13,174.55384826660156,332.54998779296875,361.6499938964844,330.70001220703125,357.5,62374587.0,,,,,,,,,,,,
2021-12-20,196.13375854492188,345.79998779296875,352.45001220703125,315.6499938964844,327.0,37600374.0,,,,,,,,,,,,
2021-12-27,193.52474975585932,341.20001220703125,348.6000061035156,332.54998779296875,348.0,27496981.0,,,,,,,,,,,,
2022-01-03,191.8231964111328,338.20001220703125,357.3999938964844,330.04998779296875,341.0,62616391.0,,,,,,,,,,,,
2022-01-10,190.6887969970703,336.20001220703125,344.0,329.3999938964844,338.95001220703125,36956024.0,,,,,,,,,,,,
2022-01-17,183.3720245361328,323.29998779296875,334.0,318.0,334.0,79743665.0,,,,,,,,,,,,
2022-01-24,185.8393096923828,327.6499938964844,335.8999938964844,307.20001220703125,322.0,48023118.0,,,,,,,,,,,,
2022-01-31,202.11764526367188,356.3500061035156,362.75,315.5,330.0,69702896.0,,,,,,,,,,,,
2022-02-07,214.4256134033203,378.0499877929688,385.8500061035156,355.95001220703125,358.1499938964844,68071232.0,,,,,,,,,,,,
2022-02-14,206.4565887451172,364.0,375.0,355.45001220703125,370.0499877929688,44726311.0,,,,,,,,,,,,
2022-02-21,205.66256713867188,362.6000061035156,365.6000061035156,335.70001220703125,363.5,50365224.0,,,,,,,,,,,,
2022-02-28,211.78819274902344,373.3999938964844,401.0,356.75,360.8999938964844,108065707.0,,,,,,,,,,,,
2022-03-07,214.5107269287109,378.2000122070313,396.3999938964844,363.4500122070313,374.0,68975514.0,,,,,,,,,,,,
2022-03-14,222.22813415527344,378.4500122070313,382.5,353.79998779296875,378.2000122070313,33422043.0,,,,,,,,,,,,
2022-03-21,241.0774688720703,410.5499877929688,417.4500122070313,380.5499877929688,383.0,81103890.0,,,,,,,,,,,,
2022-03-28,238.28819274902344,405.7999877929688,417.8500061035156,396.5499877929688,408.0,41242320.0,,,,,,,,,,,,
2022-04-04,252.6747283935547,430.2999877929688,437.3500061035156,406.0,406.0,40103198.0,,,,,,,,,,,,
2022-04-11,250.0323486328125,425.7999877929688,440.75,414.1499938964844,430.9500122070313,21183566.0,,,,,,,,,,,,
2022-04-18,244.1602783203125,415.7999877929688,437.5,414.7999877929688,425.9500122070313,28438899.0,,,,,,,,,,,,
2022-04-25,239.7855987548828,408.3500061035156,419.7000122070313,397.0499877929688,404.7999877929688,44652643.0,,,,,,,,,,,,
2022-05-02,211.6290283203125,360.3999938964844,412.0,356.04998779296875,408.0,54570468.0,,,,,,,,,,,,
2022-05-09,186.49026489257807,292.8999938964844,358.0,290.54998779296875,356.3999938964844,66634091.0,,,,,,,,,,,,
